record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp
PR003969,07-21-2026,MANDI-005,Ambala,Cotton,"5,723.26/-",7081.09,6402.179305683432,"₹6,620.00"
PR000670,02-13-2026,MANDI042,Ludhiana,Narma,"Rs. 5,944","₹7,224.79",6584.4313280426095,6620
PR011814,09-02-2026,MANDI055,Ludhiana,Paddy,2173.91,"2,455.68/-","₹2,314.80","2,183.00/-"
PR001909,19.04.2026,MANDI041,Ludhiana,Gehun,"INR 2,265","₹2,552.01",,2275
PR000502,24/07/2026,M033,Amritsar,Kapas,"6,822.49/-",8032.48,7427.4807908913435,6620
PR002940,2026/04/25,mandi033,Amritsar,Chawal,1874.2350742065767,"₹2,171.15","INR 2,023","₹2,183.00"
PR005520,06-27-2026,MANDI-023,Bathinda,Sugarcane,3451.23,"3,987.70/-",3719.47,"₹3,500.00"
PR004933,24/04/2026,MANDI-010,,Gehun,"2,191.76/-","₹2,708.41","Rs. 2,450",2275
PR006445,2026/01/20,,Ludhiana,Sugarcane,"₹3,492.58","Rs. 3,881","INR 3,687",
PR011157,24/05/2026,MANDI030,Jalandhar,sugarcane,"2,998.92/-","Rs. 3,397",3197.74,"₹3,500.00"
PR009736,03-05-2026,MANDI-056,,mustard,5885.92,"Rs. 6,490",6188.13,"₹5,650.00"
PR001777,01/01/2026,MANDI001,Moga,Kapas,6314.0,"INR 7,889",,"6,620.00/-"
PR002593,24/03/2026,MANDI-002,Patiala,Sarso,"₹5,855.60","6,506.69/-","6,181.14/-",
PR003422,2026-04-12,045,Ludhiana,Sugarcane,"₹3,345.04","INR 3,638","₹3,491.40",
PR006905,29/03/2026,MANDI042,,mustard,5804.26,"₹7,078.35",,5650
PR011109,06-20-2026,mandi_013,Fatehabad,Chawal,2157.53,2440.649436171641,,"₹2,183.00"
PR003331,01-27-2026,mandi_015,Kurukshetra,Ganna,"INR 3,475","₹3,700.90","3,587.86/-","₹3,500.00"
PR009918,25-Feb-2026,M021,Amritsar,sugarcane,"3,376.82/-","3,664.65/-","₹3,520.73","3,500.00/-"
PR005016,04/05/2026,mandi_014,Ferozepur,Corn,1958.59,"Rs. 2,255","2,107.02/-","₹2,090.00"
PR002916,15.08.2026,mandi_001,Patiala,गन्ना,"₹3,234.91","INR 3,854",3544.46,3500
PR007628,04.03.2026,MANDI026,Bathinda,Sarson,5553.433344966933,"₹6,650.95","₹6,102.19","Rs. 5,650"
PR002832,2026-06-15,MANDI008,Kurukshetra,सरसों,5174.951820475355,"INR 6,141","₹5,658.06",
PR006553,2026-01-11,mandi005,Fatehabad,Paddy,2091.7572279816327,2393.09,2242.4250483533633,"₹2,183.00"
PR009292,10-Aug-2026,MANDI-002,Bathinda,mustard,5438.54,"5,845.85/-",5642.2,
PR008890,2026-07-29,M009,Ferozepur,Paddy,2017.6085748127798,2222.2788035277968,"Rs. 2,120","₹2,183.00"
PR003435,16.07.2026,,Sirsa,Sarson,"5,366.56/-",6694.799888839257,6030.68,
PR008255,27-Apr-2026,MANDI043,,Gehun,"INR 2,019",,"INR 2,107",2275
PR009503,09/04/2026,mandi007,Jalandhar,GEHUN,2375.54,2690.8666620419026,"2,533.20/-","INR 2,275"
PR007247,20.06.2026,,,Basmati,2014.82,"Rs. 2,420",2217.5198309810826,"₹2,183.00"
PR007014,01-03-2026,MANDI057,Jalandhar,Chawal,"INR 2,018","₹2,283.01","₹2,150.58",2183
PR000899,2026/04/03,029,Moga,सरसों,"INR 5,520","₹6,115.98","Rs. 5,818",
PR007837,2026-05-17,MANDI-008,,सरसों,4832.13,5272.04,"5,052.08/-",5650
PR011800,26-May-2026,MANDI012,,WHEAT,"INR 2,078",2434.12,"2,256.18/-",2275
PR000093,2026-01-07,mandi027,Fatehabad,गेहूं,"INR 2,129","INR 2,603","Rs. 2,366","₹2,275.00"
PR003696,30-Aug-2026,,Ambala,GEHUN,2242.750071809544,2555.57,2399.16,2275
PR010970,03-05-2026,MANDI033,Sirsa,Ganna,3462.72,4043.87,"INR 3,753","₹3,500.00"
PR003279,2026/02/17,MANDI-036,Patiala,cotton,5662.579444902945,"6,645.43/-",6154.0,"Rs. 6,620"
PR000100,13-May-2026,MANDI-002,Ferozepur,Ganne,3290.976477130455,"INR 3,517","Rs. 3,404",3500
PR011622,25/05/2026,mandi049,Jalandhar,चावल,2159.9783183645127,,"2,361.36/-",2183
PR008357,2026-03-29,MANDI022,Ambala,cotton,5718.024353138106,6484.47,"Rs. 6,101","₹6,620.00"
PR006011,2026/02/17,mandi_016,Amritsar,मक्का,"2,035.48/-",2400.70045002037,2218.09,2090
PR005043,21.01.2026,mandi043,Amritsar,Makki,"₹2,119.79","₹2,534.69","INR 2,327","Rs. 2,090"
PR002348,31/05/2026,MANDI017,,Ganna,"₹3,054.89",,"Rs. 3,285",3500
PR004660,2026/05/05,mandi_047,Ferozepur,Sarson,"₹4,846.85","Rs. 5,829","INR 5,338","Rs. 5,650"
PR010004,15/06/2026,M023,Ludhiana,सरसों,5354.67,"5,692.79/-",,
PR004488,13/05/2026,MANDI044,Ludhiana,Narma,"INR 6,614","INR 7,999",7306.465295267262,"6,620.00/-"
PR009198,2026-01-12,mandi033,,mustard,"INR 4,806",5088.09,"Rs. 4,947","INR 5,650"
PR011673,02-02-2026,mandi_019,Hisar,paddy,"₹1,859.90",2061.97,"INR 1,961",2183
PR004103,19-May-2026,M052,Sirsa,Narma,5948.171474195681,6429.13,"INR 6,189","Rs. 6,620"
PR006122,03-03-2026,mandi054,,mustard,"5,359.94/-","₹5,743.87","Rs. 5,552","5,650.00/-"
PR002185,2026-02-26,MANDI008,Ambala,cotton,"5,976.95/-",6973.44,"Rs. 6,475",6620
PR009510,09.02.2026,MANDI-015,Karnal,mustard,"4,941.24/-","₹5,785.00","5,363.12/-","Rs. 5,650"
PR002897,2026-05-22,MANDI-047,Ludhiana,चावल,"2,038.04/-",2454.8,"2,246.42/-","INR 2,183"
PR002303,2026-04-23,MANDI047,Kurukshetra,Mustard,,,"INR 5,451","INR 5,650"
PR006006,29/03/2026,M052,Jalandhar,सरसों,4841.16,5127.81,"₹4,984.49",
PR008115,14.06.2026,MANDI004,Hisar,sugarcane,3210.8,"Rs. 3,382",3296.42,"3,500.00/-"
PR002259,16.08.2026,MANDI005,Jalandhar,सरसों,,"Rs. 6,623","₹6,225.41",
PR002704,15.02.2026,MANDI016,Patiala,Makka,,"₹2,277.19",2140.85,2090
PR009188,23.01.2026,MANDI008,Fatehabad,कपास,"INR 6,339","INR 7,651","Rs. 6,995","Rs. 6,620"
PR007986,06-07-2026,mandi_052,Ambala,wheat,2115.79,"INR 2,641","2,378.47/-","₹2,275.00"
PR000340,22-Apr-2026,MANDI045,Karnal,Paddy,"₹2,209.43","INR 2,595",2402.21,2183
PR002686,2026-09-04,MANDI008,,Mustard,"₹4,872.23","INR 5,980","INR 5,426","₹5,650.00"
PR009532,25/08/2026,mandi035,Ludhiana,Maize,"Rs. 2,061","INR 2,219","INR 2,140","Rs. 2,090"
PR010831,2026-05-20,MANDI043,Karnal,Chawal,"₹1,880.32",2176.075418952437,"Rs. 2,028",2183
PR008291,07-23-2026,MANDI012,Bathinda,Basmati,"₹2,175.21","₹2,493.06","₹2,334.13",2183
PR000475,24-Feb-2026,MANDI037,Patiala,Basmati,"₹1,863.15","2,114.47/-","1,988.81/-","2,183.00/-"
PR010478,2026-06-03,MANDI-015,Amritsar,गन्ना,3266.7698473947175,3835.88,3551.33,"₹3,500.00"
PR011576,2026/05/13,M002,Bathinda,Sugarcane,3304.71,,"3,459.81/-","Rs. 3,500"
PR005013,2026/06/17,MANDI002,Fatehabad,mustard,5015.86,6254.609227995208,"Rs. 5,635","INR 5,650"
PR000659,07.08.2026,,Sirsa,cotton,"Rs. 6,284","₹6,746.13","Rs. 6,515","INR 6,620"
PR009334,2026-03-24,MANDI021,Moga,Kanak,"₹2,182.51",2697.9836731992023,2440.25,2275
PR009770,2026-06-03,mandi031,Patiala,Gehun,"₹2,136.80",2585.7311911464467,"₹2,361.27","₹2,275.00"
PR006099,19-May-2026,M039,Amritsar,wheat,2276.013686990926,,2534.0725356537014,2275
PR002472,14/03/2026,mandi_001,,Makki,"1,797.28/-",2094.4,"₹1,945.84","₹2,090.00"
PR006985,22.04.2026,MANDI047,Ambala,sugarcane,3265.63,3647.12,"3,456.38/-","Rs. 3,500"
PR007419,03.04.2026,MANDI046,Patiala,corn,"INR 1,964","2,067.40/-","₹2,015.94","INR 2,090"
PR011977,18/03/2026,MANDI-052,,गेहूं,"INR 2,373",,"INR 2,657","INR 2,275"
PR009341,2026/04/12,,Fatehabad,Mustard,4903.328077625506,"INR 5,475",5189.364596172541,
PR008561,17-May-2026,MANDI018,Sirsa,Cotton,"5,838.67/-",6260.395622126873,,6620
PR011607,2026-08-01,mandi_010,Fatehabad,paddy,"₹2,256.37",2794.437037059227,"₹2,525.40",2183
PR003710,07-09-2026,MANDI002,Sirsa,Ganna,"₹3,632.54","4,194.97/-",3913.75,"₹3,500.00"
PR006622,03-Jul-2026,MANDI002,Fatehabad,कपास,"₹6,233.54",7123.419849026427,"INR 6,678","₹6,620.00"
PR011548,14.04.2026,mandi004,Moga,गन्ना,"Rs. 3,671","₹4,071.65","₹3,871.25",3500
PR009615,2026-08-13,mandi035,Bathinda,wheat,2352.24,2760.7198730643377,"₹2,556.48","INR 2,275"
PR000630,08-31-2026,MANDI031,Kurukshetra,Mustard,"5,357.08/-","6,109.39/-","₹5,733.23",5650
PR000647,2026/07/11,M021,Ambala,Narma,"₹6,232.41","INR 7,320","6,776.31/-","6,620.00/-"
PR007855,02-Jan-2026,MANDI003,Amritsar,Sugarcane,"3,397.86/-","INR 3,717","INR 3,557","3,500.00/-"
PR001602,25/03/2026,mandi_008,Ludhiana,गन्ना,3555.08,"4,377.47/-","₹3,966.28",3500
PR001999,20/08/2026,mandi006,Kurukshetra,गेहूं,2221.9599279122685,,"INR 2,356","Rs. 2,275"
PR010661,2026/05/08,MANDI-025,Fatehabad,Gehun,"2,212.87/-","Rs. 2,331","₹2,272.00","₹2,275.00"
PR000328,2026/02/14,mandi053,,Corn,,"INR 2,037","Rs. 1,918",2090
PR010679,2026-09-05,,Hisar,sugarcane,"INR 3,671","₹4,461.03","INR 4,066","3,500.00/-"
PR008288,2026-02-03,M007,Hisar,सरसों,"₹5,472.05",6377.34,5924.7,"Rs. 5,650"
PR002003,22.08.2026,MANDI022,,Mustard,"5,929.95/-","₹6,614.19","₹6,272.07","₹5,650.00"
PR002586,15-Mar-2026,MANDI056,Ferozepur,Kapas,6009.435476062594,7354.05,6681.74,"₹6,620.00"
PR006343,2026/06/09,MANDI044,Kurukshetra,Gehun,"₹2,086.95","₹2,244.08",2165.52,"Rs. 2,275"
PR001272,04-20-2026,mandi_033,Fatehabad,सरसों,5790.495968970728,"6,293.00/-","Rs. 6,042",5650
PR004974,2026-02-07,MANDI-057,Moga,Basmati,,2490.116172914258,2268.32,2183
PR011688,01-Feb-2026,mandi007,Jalandhar,Maize,"₹1,847.06","Rs. 2,176",2011.5208982053086,"INR 2,090"
PR011886,20.04.2026,MANDI-030,Patiala,Cotton,"INR 5,896",6855.03,"6,375.69/-","INR 6,620"
PR007374,02-12-2026,M014,Patiala,गन्ना,"Rs. 3,224",3717.198606967075,"INR 3,470","₹3,500.00"
PR011605,02/05/2026,mandi_008,Ferozepur,sugarcane,3014.45,"INR 3,696","3,355.04/-","INR 3,500"
PR005861,03-21-2026,MANDI-035,Hisar,Makki,"Rs. 2,035","2,464.55/-","INR 2,250","INR 2,090"
PR005790,03-13-2026,,Jalandhar,Makka,1815.06,2264.8,"Rs. 2,040",2090
PR008816,11/01/2026,MANDI019,Kurukshetra,सरसों,"₹5,325.20","₹6,367.69",5846.45,"Rs. 5,650"
PR008119,2026/03/28,MANDI040,Kurukshetra,Ganna,"Rs. 3,219",3753.99,"Rs. 3,486","Rs. 3,500"
PR003045,2026-08-11,MANDI-018,Sirsa,सरसों,5448.01,6575.7841627387215,6011.9,5650
PR011046,01-13-2026,mandi_047,,कपास,5659.122928951266,"₹6,211.42",5935.2706875709255,6620
PR008539,15-Aug-2026,MANDI052,Ferozepur,sugarcane,"₹3,255.51","₹3,815.47",3535.49,"3,500.00/-"
PR004796,01-25-2026,mandi050,Bathinda,Sarson,"INR 5,592",,"₹5,995.26","5,650.00/-"
PR005788,06/04/2026,031,Karnal,Kapas,"INR 6,499","₹7,228.68",,"6,620.00/-"
PR004603,25/05/2026,MANDI023,Fatehabad,Paddy,,"₹2,286.53","2,106.88/-","2,183.00/-"
PR003701,2026-04-22,MANDI006,Fatehabad,cotton,"5,869.53/-",6444.84,"INR 6,157",
PR009333,2026-03-04,MANDI041,,Paddy,2031.1178762152408,"Rs. 2,445","INR 2,238","Rs. 2,183"
PR001025,08-31-2026,,Fatehabad,WHEAT,2190.674534005544,"INR 2,720","2,455.47/-",
PR007914,03/02/2026,mandi009,,Sugarcane,3510.02,"₹4,228.99",3869.51,3500
PR006719,08-08-2026,,Sirsa,mustard,"5,530.94/-","Rs. 6,147","₹5,839.01",5650
PR008555,01-07-2026,mandi016,Sirsa,कपास,"₹6,712.97","₹7,712.08",7212.52,"6,620.00/-"
PR002176,2026/07/14,MANDI055,,sugarcane,,,"₹3,237.16",3500
PR002883,2026-02-24,MANDI040,Karnal,Narma,6784.28,"Rs. 8,208",7496.286001764193,"INR 6,620"
PR001181,2026/03/12,mandi_034,Jalandhar,गन्ना,"INR 3,665","INR 4,435","Rs. 4,050",
PR010385,05-16-2026,MANDI015,Amritsar,Sarso,"₹5,923.51",6361.29,6142.4,
PR000481,2026-07-29,MANDI-022,Hisar,गेहूं,2144.971255461115,"₹2,334.39",2239.6814679968243,"INR 2,275"
PR010726,2026-09-06,MANDI028,Kurukshetra,cotton,"₹6,598.61","Rs. 7,460","₹7,029.09","Rs. 6,620"
PR006948,03-25-2026,MANDI003,Bathinda,गन्ना,3425.28,"3,905.87/-",3665.57,"3,500.00/-"
PR008777,12.05.2026,MANDI020,Moga,गेहूं,2033.92,"₹2,352.29",2193.11,"₹2,275.00"
PR009821,2026/06/24,MANDI022,Fatehabad,corn,2055.912455279224,"Rs. 2,538",2297.0307748090545,2090
PR005386,03-15-2026,M001,Ludhiana,Narma,"₹5,866.82","₹6,190.32",6028.57,
PR005891,2026-06-04,MANDI034,Ambala,Sugarcane,,3936.65,"3,564.75/-","₹3,500.00"
PR009777,2026-03-06,mandi040,Fatehabad,मक्का,1799.77,2105.42,1952.59,"₹2,090.00"
PR002208,06.05.2026,M031,Jalandhar,धान,"₹2,141.44",,"INR 2,326",
PR000980,23/04/2026,,Patiala,Cotton,6734.94,8360.58,"₹7,547.76","INR 6,620"
PR002985,30.01.2026,mandi036,Bathinda,GEHUN,2295.31,,"₹2,526.70",2275
PR002578,12-Mar-2026,MANDI039,Hisar,Ganne,"INR 3,575","₹3,991.38","3,783.35/-","3,500.00/-"
PR008694,08-11-2026,MANDI018,,Ganne,"2,980.30/-",3448.01,"₹3,214.16","Rs. 3,500"
PR008241,22-Aug-2026,MANDI033,Hisar,corn,1897.78405213646,2164.15,"Rs. 2,031","INR 2,090"
PR009478,21.07.2026,MANDI026,Sirsa,गन्ना,3633.11,"INR 4,166","3,899.54/-","₹3,500.00"
PR005766,08/06/2026,MANDI-017,Sirsa,मक्का,1875.54,"₹2,295.79","INR 2,086",2090
PR006804,26/08/2026,,Amritsar,mustard,"INR 5,783","₹7,044.73",6414.102160981689,"INR 5,650"
PR002481,06.07.2026,,Fatehabad,गन्ना,"Rs. 3,072",3705.11,3388.44,"Rs. 3,500"
PR003785,2026-04-14,MANDI031,Ludhiana,गेहूं,2189.813411293331,"2,571.20/-","₹2,380.51","Rs. 2,275"
PR002645,09-03-2026,MANDI056,Kurukshetra,Corn,"₹2,190.05",2433.06,"Rs. 2,312",
PR006314,25-Feb-2026,MANDI023,Amritsar,Narma,"6,275.26/-","₹7,460.54","6,867.90/-",
PR002076,2026-02-16,MANDI040,Patiala,Kapas,5987.29,"Rs. 6,698","₹6,342.87","INR 6,620"
PR006649,10/07/2026,MANDI019,,Cotton,5853.99,"₹6,791.92","INR 6,323","INR 6,620"
PR007230,29-Mar-2026,M040,Hisar,corn,2127.854245998692,"₹2,484.68","Rs. 2,306","2,090.00/-"
PR009792,12/01/2026,mandi_042,Karnal,Basmati,"2,060.25/-",2465.76,"₹2,263.00","INR 2,183"
PR008070,2026-06-12,MANDI-015,,Mustard,"INR 5,893",6485.619512737789,6189.43,5650
PR007221,2026-06-13,mandi_025,Ludhiana,GEHUN,"Rs. 2,127",,"₹2,381.48","Rs. 2,275"
PR008044,2026-05-09,MANDI036,Kurukshetra,गेहूं,"₹2,223.80",2667.18,"₹2,445.49",
PR004350,03-15-2026,MANDI052,Jalandhar,सरसों,"Rs. 5,416","INR 6,767","₹6,091.56",
PR007900,15/07/2026,mandi_032,Karnal,Kanak,2144.4666247715854,"Rs. 2,388","₹2,266.05","INR 2,275"
PR010587,04-25-2026,mandi_027,Ludhiana,Paddy,"INR 2,172",2343.04,"INR 2,257",2183
PR007294,07-29-2026,MANDI052,,Wheat,"₹2,271.72","₹2,511.83","2,391.77/-",
PR007795,03/09/2026,MANDI030,Bathinda,Sugarcane,3587.55,"4,300.06/-","INR 3,944",3500
PR008272,13/08/2026,MANDI013,Sirsa,Makka,1863.43,,"Rs. 1,956","₹2,090.00"
PR009367,28/03/2026,MANDI-020,Sirsa,WHEAT,"2,012.38/-",,2190.45,"INR 2,275"
PR002986,2026-02-18,MANDI052,Ferozepur,WHEAT,,"INR 2,527",2424.900257694685,"2,275.00/-"
PR007803,14-Jul-2026,,Fatehabad,Maize,2031.05,"₹2,165.33",2098.19,"2,090.00/-"
PR003337,06-30-2026,025,,wheat,"₹2,299.79","₹2,515.15","INR 2,407","₹2,275.00"
PR003378,20/02/2026,mandi020,Moga,Sarso,5576.95,5998.277941925932,5787.61,5650
PR007667,2026/09/03,mandi044,Karnal,wheat,"Rs. 2,146","Rs. 2,483",2314.57,"2,275.00/-"
PR011949,2026-07-30,040,Jalandhar,corn,"₹2,106.95","INR 2,412",2259.31,
PR004081,2026-08-11,MANDI031,,Mustard,"INR 5,557",6182.8,"₹5,869.78",
PR005168,04/06/2026,MANDI054,Karnal,Kanak,"Rs. 2,022",2427.53,"₹2,224.91",2275
PR003167,07-May-2026,MANDI-041,Ferozepur,corn,"INR 2,056","₹2,293.45","₹2,174.68","₹2,090.00"
PR010087,28.04.2026,MANDI-029,Hisar,Paddy,2154.447437624488,"INR 2,491","INR 2,323","₹2,183.00"
PR011620,2026-06-16,mandi035,Bathinda,WHEAT,2005.08,2494.8,"Rs. 2,250","Rs. 2,275"
PR009134,01-28-2026,014,Hisar,Narma,5922.99,,6309.496509002236,"₹6,620.00"
PR006868,02-24-2026,,Ferozepur,Cotton,"6,285.11/-",7493.554622412292,"6,889.33/-",6620
PR011520,2026/01/30,mandi038,,Basmati,2131.222910670817,"Rs. 2,642","2,386.83/-","INR 2,183"
PR002799,08-06-2026,,,गेहूं,2183.81,2484.11,2333.9589685442425,2275
PR002759,01-13-2026,MANDI006,Ferozepur,cotton,"Rs. 6,411","₹7,681.79","7,046.55/-",6620
PR007034,06/01/2026,MANDI-009,Patiala,Ganna,"3,448.34/-",3979.16,"₹3,713.75",
PR011593,03-25-2026,M041,,cotton,6324.660647216374,"₹6,840.56",,"Rs. 6,620"
PR001320,10/03/2026,MANDI001,Jalandhar,चावल,"₹2,058.09","₹2,214.18","2,136.13/-","INR 2,183"
PR007794,2026-01-12,MANDI044,Patiala,Corn,1851.5,"₹2,296.71","₹2,074.11","INR 2,090"
PR009787,2026-05-28,MANDI045,Moga,कपास,"₹5,942.14","6,997.50/-","INR 6,470",6620
PR003291,13/08/2026,M025,Patiala,Rice,"2,245.05/-",2786.07,2515.56,"₹2,183.00"
PR006033,23/01/2026,MANDI042,Kurukshetra,Maize,1857.6149693617035,"₹2,253.34",2055.48,2090
PR003666,07-Feb-2026,,,Ganne,"INR 3,491","₹3,963.87",,"3,500.00/-"
PR001245,01-15-2026,mandi039,Amritsar,Mustard,"₹5,549.17","Rs. 6,809",6178.91,5650
PR007017,12-May-2026,,,Corn,"Rs. 1,898",2132.313029979887,"₹2,015.10",
PR004075,14/05/2026,MANDI019,,wheat,"₹1,942.69",2098.37,"INR 2,021","₹2,275.00"
PR001719,2026-01-07,MANDI033,Ludhiana,गन्ना,"INR 3,483","₹4,051.89","INR 3,768","3,500.00/-"
PR008507,09/06/2026,mandi009,Patiala,Kapas,6142.782120349761,,"INR 6,652",
PR004712,2026-06-05,M046,,Sarson,"₹5,882.18",6527.89,,5650
PR000730,2026/06/10,M001,Patiala,Corn,2054.64,"₹2,545.87",2300.255386337927,"₹2,090.00"
PR002227,2026/08/28,MANDI022,Moga,Mustard,5756.8,"INR 6,930","₹6,343.50",5650
PR008971,21-Jan-2026,mandi044,Karnal,Cotton,6893.204117201567,"₹7,848.85","Rs. 7,371",6620
PR002688,05-30-2026,mandi_028,Jalandhar,सरसों,5322.390413891307,"₹5,666.18","INR 5,494","₹5,650.00"
PR001848,28.04.2026,mandi042,Patiala,paddy,1968.3968531117014,2329.08,"INR 2,149",2183
PR011541,05-11-2026,mandi_002,Amritsar,GEHUN,"₹2,313.98",2696.6713043111076,"INR 2,505","Rs. 2,275"
PR009753,2026/02/03,M006,Sirsa,Gehun,2318.4,,"₹2,460.47","INR 2,275"
PR011842,05/06/2026,MANDI-032,Ludhiana,Cotton,"₹6,639.66","Rs. 6,996","₹6,817.85","₹6,620.00"
PR001459,2026-08-29,MANDI054,Ambala,Makki,,"₹2,571.00",2333.0,2090
PR005051,25.05.2026,MANDI009,Sirsa,Sarso,"INR 5,771","₹6,909.74","6,340.21/-",5650
PR011318,24/04/2026,,Ludhiana,Maize,"₹2,096.30",2371.9,"₹2,234.10","Rs. 2,090"
PR009555,17.05.2026,MANDI034,Patiala,WHEAT,"Rs. 2,313",2821.95,2567.33,2275
PR008569,07-10-2026,MANDI005,,कपास,"Rs. 5,683","6,413.12/-",6048.15,"₹6,620.00"
PR003335,13-Aug-2026,MANDI016,Sirsa,Cotton,"5,871.30/-",6291.91,"Rs. 6,082",
PR001379,04/06/2026,M019,Jalandhar,corn,"INR 1,847",2167.94,"₹2,007.31","₹2,090.00"
PR010793,18/04/2026,MANDI007,Ferozepur,Makki,"INR 2,062",2366.26,2213.99,"INR 2,090"
PR008944,2026/08/08,MANDI045,Kurukshetra,Basmati,1876.63,,"INR 1,924",2183
PR002969,05/02/2026,mandi_004,Sirsa,गन्ना,3140.659017779662,3852.1,"INR 3,496","₹3,500.00"
PR009944,2026-02-02,mandi_051,Jalandhar,Sugarcane,"INR 3,039",3781.156639326921,"INR 3,410","₹3,500.00"
PR002943,02-08-2026,MANDI010,Moga,Rice,2148.49,"Rs. 2,676",2412.3260773005436,"Rs. 2,183"
PR006042,23-May-2026,MANDI032,,mustard,"Rs. 5,911","Rs. 7,320",6615.51,"INR 5,650"
PR001580,02-May-2026,025,Jalandhar,WHEAT,"INR 2,334",2883.92,2609.01,"₹2,275.00"
PR009597,25/04/2026,mandi_027,Ferozepur,cotton,"₹6,143.47",7289.645578134766,"₹6,716.56",
PR007982,10.04.2026,mandi048,Amritsar,Kapas,"₹6,774.94",7143.51,6959.23,
PR007383,29/06/2026,mandi_008,Jalandhar,Chawal,1916.24,"₹2,139.62","Rs. 2,028",2183
PR000654,21/06/2026,,Bathinda,WHEAT,"Rs. 2,321","INR 2,756","INR 2,539","Rs. 2,275"
PR001949,01.04.2026,mandi_034,Moga,Narma,"₹6,107.45",6730.97,6419.212491353923,6620
PR008487,09-06-2026,,Sirsa,Cotton,"Rs. 5,784","6,590.70/-","Rs. 6,187","INR 6,620"
PR009041,13/07/2026,M034,,गन्ना,"Rs. 3,117","Rs. 3,277","Rs. 3,197",3500
PR006107,25.03.2026,MANDI056,Kurukshetra,गेहूं,"Rs. 2,290",2404.35,2347.01,"₹2,275.00"
PR002016,02-19-2026,M018,Moga,sugarcane,"Rs. 3,050","INR 3,776","₹3,413.14",3500
PR005351,2026/01/27,MANDI055,,Kanak,2021.3465449322655,2132.5,"INR 2,077","₹2,275.00"
PR004576,2026-07-31,mandi_036,Ambala,paddy,,"INR 2,267",2191.7,"₹2,183.00"
PR007756,2026/06/13,,Bathinda,मक्का,2018.4494115873767,"₹2,130.95","2,074.70/-",2090
PR004011,06-11-2026,MANDI-017,Ferozepur,Chawal,1967.27,"INR 2,204",2085.87,2183
PR006367,13-Apr-2026,MANDI033,Ambala,Gehun,"INR 1,980",2107.7470121928895,"Rs. 2,044",2275
PR009707,2026-06-09,,Kurukshetra,sugarcane,"INR 3,617","₹4,219.08","₹3,917.93","3,500.00/-"
PR009480,06.07.2026,MANDI-049,Ludhiana,Sarso,4895.348916619767,"Rs. 5,741","INR 5,318",5650
PR005735,22/04/2026,MANDI-036,Kurukshetra,Sarson,"INR 5,114","₹5,591.36","5,352.77/-",5650
PR002617,02-26-2026,MANDI013,Sirsa,Makki,2136.86,2568.9947200402253,"Rs. 2,353","2,090.00/-"
PR011897,2026-06-14,M051,Bathinda,Chawal,"₹1,924.49","INR 2,270",2097.23,2183
PR002382,06/01/2026,MANDI010,Moga,Wheat,"1,990.27/-",2171.06,2080.6657255647997,"₹2,275.00"
PR003622,08-Sep-2026,mandi_041,,Corn,"INR 1,878","₹2,022.56","1,950.26/-",2090
PR002607,2026/08/21,MANDI035,Ferozepur,Mustard,"₹5,358.22","6,687.91/-","₹6,023.07",5650
PR001936,2026-05-04,MANDI043,Sirsa,Ganna,"₹3,289.43",3715.18,3502.304407357241,
PR006607,03-29-2026,MANDI021,Bathinda,Kapas,"₹5,708.55","6,241.09/-",5974.82,6620
PR005857,29-Aug-2026,,Moga,sugarcane,"INR 3,419",4140.123112694285,3779.72,
PR002212,12.05.2026,mandi_051,Ambala,Sarson,"INR 5,632","6,922.71/-","₹6,277.46",5650
PR003373,02.03.2026,MANDI-020,Patiala,Maize,"₹2,151.43",2642.78,"Rs. 2,397",
PR005604,2026-02-20,MANDI-009,,WHEAT,"INR 2,306","Rs. 2,589","₹2,447.50",
PR005630,12.08.2026,,Sirsa,Sarso,"INR 5,127","Rs. 5,421","INR 5,274","₹5,650.00"
PR003242,06.09.2026,mandi_047,Bathinda,sugarcane,"INR 3,652",4154.99,"INR 3,903","INR 3,500"
PR008488,2026-07-09,MANDI008,Moga,sugarcane,"INR 2,998","INR 3,598",3297.95,3500
PR003978,04-04-2026,MANDI032,,Ganne,"INR 3,393","Rs. 4,153","3,772.86/-",3500
PR002014,01.06.2026,MANDI017,Amritsar,cotton,6490.83,"7,607.07/-",7048.95,"₹6,620.00"
PR008649,07-05-2026,,Amritsar,Mustard,"Rs. 5,230",5899.83,5564.7,"INR 5,650"
PR007265,01-08-2026,MANDI002,Ferozepur,wheat,2289.9910385610347,"INR 2,827","₹2,558.27","INR 2,275"
PR009712,27.08.2026,MANDI037,Amritsar,mustard,5088.68,"Rs. 5,781","INR 5,435",5650
PR005781,04.06.2026,M033,,Gehun,"2,149.61/-",2365.6477333106577,"₹2,257.63","Rs. 2,275"
PR008183,2026-02-07,,Jalandhar,mustard,"INR 5,332","Rs. 6,267","INR 5,800",5650
PR002575,2026/06/02,025,Patiala,गन्ना,"Rs. 3,068",3236.4320027026824,3152.26,"Rs. 3,500"
PR007857,2026-04-10,MANDI004,Hisar,गेहूं,2337.86,"2,476.44/-","INR 2,407","Rs. 2,275"
PR008436,2026/09/02,MANDI-054,Sirsa,Makka,"INR 2,048","2,486.03/-",2267.247561348595,2090
PR002455,2026-07-21,M035,Karnal,Makka,"1,896.03/-",2321.556464017704,2108.79,"Rs. 2,090"
