arrival_id,date,mandi_id,crop_name,variety,arrival_quantity_qtl,farmer_count
ARR0000793,2026/07/28,MANDI043,Rice,Pusa-1121,198.47000000000003,
ARR0016618,22/04/2026,MANDI045,Maize,HD-2967,219.88,48.0
ARR0018497,28.07.2026,MANDI010,Wheat,Local,429.38,115.0
ARR0016594,20.07.2026,MANDI011,Maize,Pusa-1121,108.47,53.0
ARR0009331,01.07.2026,MANDI010,Wheat,Local,483.99,78.0
ARR0016623,19-Feb-2026,MANDI016,Rice,PBW-343,400.31,31.0
ARR0006892,2026-02-23,MANDI040,Wheat,Pusa-1121,452.99,
ARR0004499,29-Mar-2026,MANDI003,Mustard,Premium,483.16,135.0
ARR0009506,2026/01/22,MANDI017,Maize,Local,73.94,128.0
ARR0002414,05/06/2026,MANDI043,Mustard,Pusa-1121,,5.0
ARR0023009,2026-08-15,MANDI055,Sugarcane,Pusa-1121,476.07,112.0
ARR0000835,2026-02-06,MANDI014,Cotton,Local,,24.0
ARR0009064,01-09-2026,MANDI031,Wheat,Premium,405.41,45.0
ARR0009456,19-Mar-2026,MANDI008,Cotton,Hybrid,275.75,103.0
ARR0009811,02-11-2026,MANDI047,Cotton,Premium,161.95,14.0
ARR0012538,16.03.2026,MANDI004,Wheat,PBW-343,35.51,138.0
ARR0013290,04/07/2026,MANDI056,Wheat,Hybrid,,77.0
ARR0013164,06.09.2026,MANDI039,Sugarcane,Pusa-1121,-489.39,
ARR0001221,04-25-2026,MANDI004,Mustard,Pusa-1121,346.13,79.0
ARR0012956,03-13-2026,MANDI001,Wheat,Premium,364.03,72.0
,2026-06-20,MANDI018,Cotton,,117.04,11.0
ARR0017415,05.09.2026,MANDI013,Sugarcane,HD-2967,339.02,91.0
ARR0011376,04/02/2026,MANDI003,Mustard,Pusa-1121,195.31,90.0
ARR0005610,12.05.2026,MANDI008,Sugarcane,Premium,28.84,57.0
ARR0011908,2026/05/14,MANDI015,Rice,Pusa-1121,335.21,40.0
ARR0004582,2026-04-29,MANDI025,Wheat,,,104.0
,26-May-2026,MANDI045,Cotton,,341.03,80.0
ARR0010293,07/05/2026,MANDI024,Cotton,,302.04,27.0
ARR0009678,07-09-2026,MANDI044,Sugarcane,PBW-343,48.33,117.0
ARR0002524,10.05.2026,MANDI020,Mustard,,180.38,127.0
ARR0014183,01-21-2026,MANDI028,Maize,HD-2967,470.32,76.0
ARR0024154,19-Feb-2026,MANDI006,Mustard,Local,,141.0
ARR0007461,29-Jan-2026,MANDI052,Sugarcane,PBW-343,,124.0
ARR0004783,28/08/2026,MANDI040,Sugarcane,Pusa-1121,114.04,132.0
ARR0004382,29/05/2026,MANDI053,Sugarcane,Hybrid,63.76,54.0
ARR0023304,2026-07-03,MANDI056,Cotton,PBW-343,-92.16,37.0
ARR0019096,2026-08-26,MANDI051,Wheat,Premium,283.79,105.0
ARR0014436,06.03.2026,MANDI029,Sugarcane,HD-2967,44.91,148.0
ARR0007643,2026/02/23,MANDI041,Mustard,PBW-343,343.61,26.0
ARR0006453,2026/07/07,MANDI021,Sugarcane,Local,347.94,
ARR0008810,09/08/2026,MANDI019,Wheat,Hybrid,418.04,135.0
ARR0003223,2026-04-20,MANDI009,Cotton,Hybrid,379.09,
ARR0020124,16/06/2026,MANDI003,Maize,PBW-343,,44.0
ARR0023423,19.05.2026,MANDI044,Wheat,Pusa-1121,391.39,101.0
ARR0019439,2026-02-09,MANDI004,Sugarcane,Premium,271.86,143.0
ARR0010619,06-15-2026,MANDI056,Rice,Pusa-1121,123.67,150.0
ARR0014941,02-18-2026,MANDI004,Wheat,Premium,69.34,98.0
ARR0012963,04-06-2026,MANDI031,Maize,PBW-343,63.44,149.0
ARR0007638,24/01/2026,MANDI004,Cotton,Premium,366.42,69.0
ARR0016034,04/05/2026,MANDI038,Maize,Pusa-1121,405.87,30.0
ARR0010197,2026-02-09,MANDI024,Wheat,,215.63,127.0
ARR0006855,06/05/2026,MANDI003,Cotton,Hybrid,395.15,7.0
ARR0010620,2026-08-13,MANDI011,Cotton,Hybrid,346.72,49.0
ARR0011240,2026/01/23,MANDI034,Sugarcane,PBW-343,137.87,131.0
ARR0001387,02-03-2026,MANDI028,Mustard,HD-2967,437.99,23.0
ARR0022791,08-26-2026,MANDI053,Maize,Premium,,52.0
ARR0000556,18/08/2026,MANDI035,Maize,,,81.0
ARR0016705,25/05/2026,MANDI014,Mustard,HD-2967,,36.0
ARR0003096,08.01.2026,MANDI023,Rice,PBW-343,,111.0
ARR0003286,13.01.2026,MANDI048,Rice,Local,388.92,10.0
ARR0009931,28.04.2026,MANDI046,Wheat,PBW-343,322.35,92.0
ARR0009167,2026-08-08,MANDI016,Cotton,PBW-343,217.62,
ARR0017455,2026/07/22,MANDI031,Maize,Premium,426.25,
ARR0007848,2026-07-23,MANDI053,Sugarcane,,292.53,98.0
ARR0001314,02-Apr-2026,MANDI002,Wheat,HD-2967,55.82,143.0
ARR0011096,2026/09/04,MANDI030,Rice,HD-2967,,29.0
ARR0007451,07/06/2026,MANDI016,Maize,PBW-343,-313.57,
ARR0022408,17/06/2026,MANDI044,Cotton,,399.68,7.0
ARR0014707,07/07/2026,MANDI006,Maize,Premium,,133.0
ARR0011246,2026/09/04,MANDI054,Mustard,HD-2967,,19.0
ARR0009632,03-Feb-2026,MANDI046,Mustard,,,
ARR0005073,18.08.2026,MANDI017,Maize,HD-2967,392.45,55.0
ARR0019619,05-03-2026,MANDI003,Wheat,,269.44,58.0
ARR0005276,2026/01/14,MANDI053,Rice,Local,421.57,130.0
ARR0019220,14/06/2026,MANDI019,Cotton,Local,162.87,30.0
ARR0021042,07-18-2026,MANDI045,Cotton,PBW-343,481.66,87.0
ARR0023380,2026-02-16,MANDI017,Sugarcane,HD-2967,322.34,
ARR0001858,05/09/2026,MANDI013,Maize,PBW-343,-2.3841,70.0
ARR0018916,2026/05/13,MANDI051,Wheat,Pusa-1121,28.760000000000005,107.0
ARR0022666,02/04/2026,MANDI035,Maize,,53.97,117.0
ARR0010307,10.03.2026,MANDI053,Cotton,Pusa-1121,,114.0
ARR0002766,2026-02-12,MANDI021,Maize,PBW-343,455.3,55.0
ARR0001542,08/04/2026,MANDI044,Sugarcane,HD-2967,256.66,143.0
ARR0007263,2026-03-01,MANDI033,Mustard,Premium,194.04,134.0
ARR0008435,03-04-2026,MANDI053,Mustard,Premium,490.43,135.0
ARR0022366,2026/04/13,MANDI046,Maize,Premium,43.75,74.0
ARR0024203,05-Jun-2026,MANDI051,Maize,PBW-343,97.9,140.0
ARR0009476,2026-08-15,MANDI051,Mustard,PBW-343,,68.0
ARR0023175,08-28-2026,MANDI001,Maize,,197.94,100.0
ARR0021465,06-17-2026,MANDI030,Rice,,414.31,85.0
ARR0008564,05-11-2026,MANDI046,Wheat,Hybrid,122.93,120.0
ARR0003772,05.01.2026,MANDI029,Cotton,Premium,441.76,76.0
ARR0013461,2026/09/07,MANDI013,Mustard,,483.42,37.0
ARR0017494,06-Aug-2026,MANDI042,Wheat,PBW-343,442.28,67.0
,2026-06-09,MANDI002,Wheat,,146.25,59.0
ARR0023093,07-22-2026,MANDI040,Maize,HD-2967,,69.0
ARR0011435,26/05/2026,MANDI050,Rice,,,74.0
ARR0023970,2026/05/22,MANDI035,Wheat,Hybrid,429.83,
ARR0008267,2026-02-24,MANDI013,Cotton,Premium,418.6,
ARR0013390,19/02/2026,MANDI056,Sugarcane,Hybrid,454.48,89.0
ARR0009127,2026-03-29,MANDI020,Rice,Local,,
ARR0012099,19/06/2026,MANDI050,Wheat,Hybrid,,118.0
ARR0011724,13/06/2026,MANDI051,Wheat,Local,345.27,53.0
ARR0021014,09.02.2026,MANDI044,Mustard,Hybrid,-1.854,
ARR0009097,2026-02-02,MANDI003,Maize,Premium,311.37,45.0
ARR0001738,27/05/2026,MANDI010,Wheat,,178.13,110.0
ARR0021437,02-14-2026,MANDI003,Sugarcane,,109.88,10.0
ARR0000562,08/07/2026,MANDI021,Wheat,Premium,,28.0
ARR0015358,2026/04/11,MANDI008,Maize,Local,,73.0
ARR0003346,20/04/2026,MANDI033,Maize,,221.67,143.0
ARR0011493,08/07/2026,MANDI010,Sugarcane,,85.72,85.0
ARR0009355,2026-02-19,MANDI048,Mustard,Local,,
ARR0009629,24/05/2026,MANDI023,Mustard,PBW-343,,49.0
ARR0008315,2026-09-01,MANDI012,Rice,PBW-343,495.73,69.0
ARR0020826,08-08-2026,MANDI022,Maize,Pusa-1121,436.53,48.0
ARR0009720,27/06/2026,MANDI041,Cotton,Local,441.63,10.0
ARR0020266,30.08.2026,MANDI033,Cotton,,58.6,
ARR0024177,06/02/2026,MANDI043,Sugarcane,Pusa-1121,150.96,74.0
ARR0000059,04-10-2026,MANDI043,Cotton,,484.02,106.0
ARR0015154,10/03/2026,MANDI045,Cotton,Pusa-1121,444.01,145.0
ARR0003202,2026-03-20,MANDI040,Cotton,Hybrid,309.44,55.0
ARR0020614,03-Jan-2026,MANDI023,Sugarcane,,,93.0
ARR0002511,04-Jul-2026,MANDI036,Wheat,Hybrid,-3.6491,19.0
ARR0009829,01-10-2026,MANDI010,Rice,PBW-343,28.45,83.0
ARR0017323,02.02.2026,MANDI024,Maize,Pusa-1121,249.25,90.0
ARR0001916,04-07-2026,MANDI053,Maize,Hybrid,378.23,116.0
ARR0019145,28/06/2026,MANDI040,Rice,PBW-343,,44.0
ARR0019660,28-Feb-2026,MANDI018,Sugarcane,HD-2967,,78.0
ARR0011760,08-05-2026,MANDI020,Wheat,Hybrid,385.5,66.0
ARR0016139,2026-04-29,MANDI001,Maize,,205.97,49.0
ARR0010175,2026/09/05,MANDI045,Mustard,Premium,216.02,58.0
ARR0013547,12-Jul-2026,MANDI019,Sugarcane,Pusa-1121,451.11,16.0
ARR0020836,08-26-2026,MANDI015,Rice,Local,452.62,81.0
ARR0005994,2026-04-15,MANDI026,Cotton,HD-2967,,81.0
ARR0020526,01-28-2026,MANDI015,Mustard,HD-2967,117.01,
ARR0024510,2026-08-06,MANDI031,Wheat,,198.67,131.0
ARR0006601,22.06.2026,MANDI015,Mustard,HD-2967,-1.4726,5.0
ARR0002073,18.01.2026,MANDI043,Sugarcane,PBW-343,277.29,23.0
ARR0012123,31-Mar-2026,MANDI014,Mustard,,41.81,38.0
ARR0024974,03-14-2026,MANDI056,Mustard,PBW-343,36.56,13.0
ARR0005823,06-08-2026,MANDI021,Maize,HD-2967,163.02,
ARR0024305,02.05.2026,MANDI020,Maize,Hybrid,297.58,107.0
ARR0013336,2026/02/13,MANDI023,Rice,Local,,117.0
ARR0016880,2026/01/17,MANDI052,Maize,,,
ARR0003514,09.06.2026,MANDI010,Mustard,,446.93,115.0
ARR0021354,22-Feb-2026,MANDI034,Cotton,Pusa-1121,31.58,143.0
ARR0022466,24/05/2026,MANDI004,Maize,PBW-343,,42.0
ARR0016270,01/01/2026,MANDI033,Mustard,,372.13,60.0
ARR0019127,26.06.2026,MANDI005,Maize,HD-2967,442.56,19.0
ARR0016344,2026-08-01,MANDI041,Mustard,Pusa-1121,381.73,92.0
ARR0017151,05.08.2026,MANDI001,Mustard,Local,61.02,141.0
ARR0003783,2026/07/18,MANDI054,Maize,PBW-343,300.3,73.0
ARR0021870,06.08.2026,MANDI051,Maize,Pusa-1121,401.51,108.0
ARR0009337,29-Jul-2026,MANDI052,Wheat,Hybrid,,
ARR0019412,06-Jun-2026,MANDI025,Maize,Hybrid,207.67,138.0
ARR0024314,2026-02-18,MANDI057,Cotton,Premium,128.44,87.0
ARR0010703,2026/03/31,MANDI039,Cotton,HD-2967,,
ARR0002861,2026-04-07,MANDI055,Maize,Pusa-1121,171.84,7.0
ARR0001222,06-Sep-2026,MANDI009,Rice,HD-2967,303.08,74.0
ARR0020672,16.06.2026,MANDI006,Wheat,PBW-343,286.48,
ARR0004865,29.03.2026,MANDI006,Rice,Pusa-1121,89.07,48.0
ARR0013281,2026-03-16,MANDI026,Sugarcane,Local,454.8,146.0
ARR0006245,2026-01-05,MANDI016,Sugarcane,HD-2967,373.06,147.0
ARR0006086,2026/05/12,MANDI022,Rice,,278.55,37.0
ARR0012547,05-23-2026,MANDI051,Cotton,Premium,398.2,77.0
ARR0015270,09.03.2026,MANDI018,Sugarcane,Premium,47.25,33.0
ARR0004925,2026-01-14,MANDI005,Cotton,PBW-343,275.25,81.0
ARR0004533,2026-04-16,MANDI027,Maize,PBW-343,458.94,79.0
ARR0001673,01-May-2026,MANDI019,Mustard,Pusa-1121,68.19,42.0
ARR0019669,2026/03/28,MANDI006,Maize,HD-2967,197.21,62.0
ARR0019837,2026/05/03,MANDI010,Maize,,428.99,122.0
ARR0004056,2026-08-29,MANDI026,Maize,Local,126.06,71.0
ARR0024945,07/04/2026,MANDI005,Maize,Local,312.71,127.0
ARR0023060,07-29-2026,MANDI052,Maize,PBW-343,31.07,
ARR0010001,06-19-2026,MANDI015,Maize,,,
ARR0019908,09.06.2026,MANDI050,Wheat,Hybrid,,96.0
ARR0011954,01-13-2026,MANDI005,Maize,,458.16,146.0
ARR0020928,25.08.2026,MANDI035,Sugarcane,Premium,143.81,32.0
ARR0010238,09-Sep-2026,MANDI033,Sugarcane,Pusa-1121,177.17000000000002,63.0
ARR0020758,24-May-2026,MANDI041,Rice,Local,323.40000000000003,91.0
ARR0010256,09/04/2026,MANDI047,Mustard,Hybrid,166.25,45.0
ARR0013306,03-02-2026,MANDI057,Cotton,Hybrid,,107.0
ARR0009488,01-29-2026,MANDI008,Sugarcane,HD-2967,348.21,112.0
ARR0019432,2026-06-23,MANDI020,Maize,Local,149.46,42.0
ARR0012880,11/02/2026,MANDI057,Wheat,,168.58,
ARR0023561,05.03.2026,MANDI046,Maize,Premium,85.22,66.0
ARR0004318,25.03.2026,MANDI013,Maize,Local,318.56,
ARR0009981,11-Mar-2026,MANDI010,Mustard,Local,,52.0
ARR0005520,23-Mar-2026,MANDI049,Wheat,HD-2967,490.82,139.0
ARR0000859,2026-06-21,MANDI041,Maize,PBW-343,57.93,137.0
ARR0019772,08-30-2026,MANDI001,Rice,Pusa-1121,216.2,83.0
ARR0005973,03-19-2026,MANDI022,Sugarcane,Pusa-1121,109.94,95.0
ARR0007876,30.03.2026,MANDI029,Mustard,Hybrid,169.74,121.0
ARR0000596,06-11-2026,MANDI039,Mustard,,155.85000000000002,59.0
ARR0008805,03-30-2026,MANDI015,Maize,Premium,,85.0
ARR0009187,2026-04-14,MANDI023,Maize,PBW-343,,142.0
ARR0010971,2026/03/08,MANDI030,Sugarcane,Local,,43.0
ARR0009747,26.02.2026,MANDI024,Cotton,,425.05,
ARR0014353,29.07.2026,MANDI051,Sugarcane,,384.18,65.0
ARR0020659,25/03/2026,MANDI005,Cotton,Pusa-1121,356.09000000000003,87.0
ARR0001952,18.01.2026,MANDI020,Maize,Local,-3.7611,148.0
ARR0009121,07-02-2026,MANDI034,Sugarcane,Hybrid,235.11,145.0
ARR0020719,06.01.2026,MANDI057,Cotton,,34.84,61.0
ARR0019696,06-Mar-2026,MANDI023,Mustard,HD-2967,195.29,35.0
ARR0018001,07-17-2026,MANDI032,Mustard,Pusa-1121,399.5,86.0
ARR0007911,20.06.2026,MANDI031,Sugarcane,PBW-343,270.18,19.0
ARR0014782,25/06/2026,MANDI034,Maize,HD-2967,409.78,17.0
ARR0007831,2026-03-26,MANDI051,Maize,Hybrid,,29.0
ARR0002514,2026-02-24,MANDI055,Rice,,10.59,18.0
ARR0006733,11-Mar-2026,MANDI047,Cotton,Hybrid,441.87,82.0
ARR0005560,07.06.2026,MANDI032,Wheat,Hybrid,427.97,
ARR0011347,2026-04-15,MANDI054,Rice,PBW-343,169.57,41.0
ARR0007861,2026-02-01,MANDI044,Sugarcane,,94.04,42.0
ARR0011028,20-Jul-2026,MANDI010,Cotton,Premium,477.47,44.0
ARR0004701,02/05/2026,MANDI037,Rice,Pusa-1121,460.23,27.0
ARR0002234,08-30-2026,MANDI007,Mustard,Premium,158.93,34.0
ARR0024922,26/02/2026,MANDI056,Wheat,Premium,,59.0
ARR0017561,04-Aug-2026,MANDI033,Sugarcane,Local,317.89,55.0
ARR0016161,01-Jun-2026,MANDI053,Cotton,Local,225.93,57.0
ARR0015093,17/07/2026,MANDI052,Maize,Pusa-1121,186.83,
ARR0011927,2026-07-08,MANDI052,Maize,Pusa-1121,441.81,56.0
ARR0018686,2026-06-11,MANDI056,Maize,Pusa-1121,271.75,59.0
ARR0009216,14.02.2026,MANDI037,Mustard,Pusa-1121,171.51,
ARR0019123,01-17-2026,MANDI018,Wheat,Hybrid,463.13,102.0
ARR0019032,21/04/2026,MANDI007,Rice,Pusa-1121,252.57,137.0
ARR0005425,04-24-2026,MANDI005,Cotton,PBW-343,413.71,66.0
ARR0013266,15-Feb-2026,MANDI030,Maize,,123.42,
ARR0015568,2026-06-23,MANDI031,Maize,Pusa-1121,174.8,109.0
ARR0012502,02/04/2026,MANDI026,Maize,PBW-343,-3.6425,129.0
ARR0007493,2026-07-14,MANDI017,Sugarcane,HD-2967,281.33,99.0
ARR0024482,30/05/2026,MANDI046,Wheat,Local,-441.65,96.0
ARR0008996,23-Feb-2026,MANDI006,Maize,Premium,288.94,20.0
ARR0001551,18-May-2026,MANDI024,Mustard,Local,299.04,78.0
ARR0017394,2026-03-24,MANDI014,Cotton,PBW-343,425.62,53.0
ARR0014843,04-09-2026,MANDI038,Maize,Premium,,84.0
ARR0010930,2026-07-08,MANDI017,Wheat,Hybrid,,91.0
ARR0017796,10-May-2026,MANDI034,Maize,Premium,255.26,111.0
ARR0005096,18.01.2026,MANDI006,Wheat,Hybrid,459.63,
ARR0017033,2026-03-01,MANDI044,Cotton,HD-2967,278.90000000000003,
ARR0003244,06-01-2026,MANDI019,Rice,HD-2967,360.48,51.0
ARR0011055,2026/03/19,MANDI039,Wheat,Hybrid,,132.0
ARR0000728,27/02/2026,MANDI045,Maize,Premium,81.47999999999999,127.0
ARR0016126,21-Aug-2026,MANDI003,Sugarcane,HD-2967,79.98,135.0
ARR0014592,02-27-2026,MANDI002,Maize,Pusa-1121,,17.0
ARR0009134,06-27-2026,MANDI051,Mustard,PBW-343,204.22,5.0
ARR0008170,2026-08-23,MANDI025,Cotton,Premium,104.34,
ARR0000332,07/07/2026,MANDI026,Wheat,,117.22,125.0
ARR0007028,14-Aug-2026,MANDI034,Rice,Local,11.25,110.0
ARR0013810,05/06/2026,MANDI013,Cotton,Hybrid,241.82,7.0
ARR0000212,26-Aug-2026,MANDI003,Rice,Local,225.65,40.0
ARR0024632,11/06/2026,MANDI014,Maize,Premium,211.72,
ARR0002264,2026-05-02,MANDI044,Wheat,,56.13,44.0
ARR0006344,21-Apr-2026,MANDI008,Sugarcane,Premium,,69.0
ARR0024142,25.01.2026,MANDI009,Wheat,PBW-343,111.72,
ARR0011368,2026-04-10,MANDI011,Sugarcane,Local,,144.0
ARR0003544,2026/06/24,MANDI029,Cotton,Premium,472.87,70.0
ARR0001439,2026-01-04,MANDI038,Mustard,Hybrid,170.05,98.0
ARR0010708,16.02.2026,MANDI001,Rice,HD-2967,43.21,20.0
ARR0016252,03/09/2026,MANDI054,Sugarcane,HD-2967,435.18,98.0
ARR0021392,28-Jun-2026,MANDI006,Maize,Pusa-1121,,38.0
ARR0004793,02-24-2026,MANDI002,Mustard,Local,297.35,141.0
ARR0009421,2026-01-13,MANDI011,Rice,HD-2967,204.22,65.0
ARR0022882,2026-04-06,MANDI007,Cotton,Local,,
ARR0020989,01-02-2026,MANDI033,Cotton,Hybrid,,132.0
ARR0020265,07-27-2026,MANDI057,Rice,Local,329.39,114.0
ARR0006476,2026-09-05,MANDI004,Maize,PBW-343,52.95,
ARR0009507,2026-02-03,MANDI048,Rice,Local,78.62,107.0
ARR0000921,2026/08/14,MANDI024,Maize,Local,470.57,62.0
ARR0012172,19-Apr-2026,MANDI016,Mustard,Premium,309.07,90.0
ARR0016397,18.08.2026,MANDI051,Cotton,HD-2967,,12.0
ARR0004869,27-Aug-2026,MANDI016,Sugarcane,Pusa-1121,123.81,107.0
ARR0000819,04-Mar-2026,MANDI036,Cotton,Local,183.8,42.0
ARR0015873,20-Mar-2026,MANDI055,Cotton,Local,270.42,
ARR0010977,27-Jun-2026,MANDI031,Wheat,HD-2967,29.71,14.0
ARR0009897,05-16-2026,MANDI044,Sugarcane,Pusa-1121,29.35,124.0
ARR0000454,26/01/2026,MANDI035,Rice,Pusa-1121,408.82,129.0
ARR0009242,2026-01-17,MANDI020,Mustard,Hybrid,198.09,
ARR0009849,2026-02-10,MANDI050,Mustard,Premium,375.44,135.0
ARR0003458,09-02-2026,MANDI015,Sugarcane,Hybrid,-0.9511,94.0
ARR0022647,18-Apr-2026,MANDI019,Cotton,PBW-343,,57.0
ARR0023580,05-25-2026,MANDI049,Cotton,HD-2967,121.86,101.0
ARR0022887,2026/03/09,MANDI003,Sugarcane,Hybrid,166.16,97.0
ARR0024029,2026-06-25,MANDI033,Mustard,PBW-343,478.14,143.0
ARR0022197,2026-09-08,MANDI013,Wheat,,143.85,18.0
ARR0000941,27/04/2026,MANDI015,Rice,Premium,438.77,
ARR0002740,13/08/2026,MANDI049,Rice,Pusa-1121,457.5400000000001,61.0
ARR0011797,2026/04/22,MANDI033,Cotton,PBW-343,,22.0
ARR0004197,18-Jul-2026,MANDI028,Mustard,HD-2967,402.41,55.0
ARR0020629,2026-03-14,MANDI019,Sugarcane,Local,446.55,131.0
ARR0020604,11.01.2026,MANDI049,Wheat,HD-2967,110.47,105.0
ARR0021162,17/04/2026,MANDI019,Mustard,PBW-343,320.88,125.0
ARR0004072,15-Feb-2026,MANDI053,Wheat,Hybrid,398.74,7.0
ARR0017785,20-Apr-2026,MANDI047,Cotton,,415.91,63.0
ARR0022373,2026-08-13,MANDI003,Mustard,Pusa-1121,186.46,30.0
ARR0008223,31-Jan-2026,MANDI006,Rice,Hybrid,,115.0
ARR0008124,2026/07/29,MANDI009,Rice,PBW-343,196.96,112.0
ARR0006364,2026-04-22,MANDI043,Rice,PBW-343,322.03000000000003,96.0
ARR0014451,04/05/2026,MANDI007,Cotton,HD-2967,,148.0
ARR0005797,2026-02-14,MANDI012,Maize,PBW-343,292.5,
ARR0003678,2026-05-16,MANDI051,Mustard,Premium,,54.0
ARR0008865,05.09.2026,MANDI042,Mustard,Premium,,21.0
ARR0023973,28.04.2026,MANDI002,Maize,Pusa-1121,330.42,105.0
ARR0017857,01-May-2026,MANDI020,Maize,Pusa-1121,55.24,84.0
ARR0019374,08/05/2026,MANDI051,Wheat,Premium,293.91,114.0
ARR0005189,02-16-2026,MANDI008,Cotton,Premium,309.19,92.0
ARR0017493,02-09-2026,MANDI028,Cotton,Premium,,128.0
ARR0016777,2026/08/22,MANDI022,Mustard,,,129.0
ARR0010309,2026/02/01,MANDI036,Wheat,PBW-343,296.26,
ARR0002263,2026/02/06,MANDI036,Sugarcane,Hybrid,,116.0
ARR0021109,2026-02-11,MANDI052,Sugarcane,,41.78,
ARR0020227,2026-01-08,MANDI057,Maize,Local,,13.0
ARR0013187,18.02.2026,MANDI033,Wheat,Hybrid,131.26,135.0
ARR0001780,07/06/2026,MANDI031,Cotton,,82.65,
,28.01.2026,MANDI013,Mustard,Local,258.72,68.0
ARR0016596,25/06/2026,MANDI023,Wheat,PBW-343,,35.0
ARR0002687,02.05.2026,MANDI024,Maize,HD-2967,,141.0
ARR0001041,05-07-2026,MANDI042,Sugarcane,Hybrid,,127.0
ARR0024109,2026/08/24,MANDI037,Maize,Premium,409.73,115.0
ARR0016940,07-20-2026,MANDI020,Mustard,Pusa-1121,349.04,82.0
ARR0003072,2026/02/04,MANDI010,Mustard,Local,101.62,
ARR0007530,09/07/2026,MANDI022,Cotton,PBW-343,332.42,10.0
ARR0018563,2026/03/08,MANDI012,Maize,HD-2967,339.49,34.0
ARR0017813,2026/01/27,MANDI055,Mustard,HD-2967,413.14,75.0
ARR0007767,2026/08/16,MANDI016,Cotton,Local,,53.0
ARR0011046,2026-02-15,MANDI036,Mustard,Local,112.9,
ARR0017801,2026/08/24,MANDI038,Sugarcane,PBW-343,,7.0
ARR0020351,2026/01/27,MANDI030,Sugarcane,PBW-343,103.16,56.0
ARR0015683,24-Mar-2026,MANDI055,Cotton,,-411.22,50.0
ARR0022522,15/06/2026,MANDI038,Mustard,Local,14.17,97.0
ARR0015664,27/04/2026,MANDI028,Sugarcane,HD-2967,-4.5488,84.0
ARR0015129,07.08.2026,MANDI013,Cotton,PBW-343,410.92,90.0
ARR0020951,08.04.2026,MANDI008,Wheat,Pusa-1121,312.88,23.0
ARR0007962,08/07/2026,MANDI039,Wheat,HD-2967,67.64,58.0
ARR0007400,2026/06/15,MANDI029,Mustard,,459.91,43.0
ARR0024754,2026-05-09,MANDI022,Cotton,PBW-343,,37.0
ARR0022027,2026/06/27,MANDI056,Maize,,374.15,
ARR0018111,2026-01-27,MANDI056,Rice,Premium,338.62,78.0
ARR0010304,2026-02-23,MANDI021,Cotton,HD-2967,496.86,101.0
ARR0024752,2026-04-16,MANDI002,Maize,Premium,447.07,135.0
ARR0005840,22/02/2026,MANDI033,Mustard,Pusa-1121,83.93,130.0
ARR0002025,2026-03-30,MANDI032,Maize,Premium,,115.0
ARR0022691,17.02.2026,MANDI044,Mustard,,483.42,
ARR0020939,2026-07-17,MANDI044,Cotton,Premium,,82.0
ARR0009020,2026-07-10,MANDI038,Mustard,Premium,380.82,118.0
ARR0010895,2026-04-16,MANDI009,Rice,,70.85,105.0
ARR0017398,19/04/2026,MANDI054,Maize,Premium,427.39,97.0
ARR0014832,22.03.2026,MANDI011,Sugarcane,Hybrid,480.84,73.0
ARR0000029,04-16-2026,MANDI044,Maize,Hybrid,122.96,128.0
ARR0009719,20/02/2026,MANDI036,Sugarcane,,287.39,32.0
ARR0000356,13.04.2026,MANDI009,Maize,Hybrid,55.57000000000001,73.0
ARR0003171,20-Mar-2026,MANDI026,Mustard,Hybrid,363.74,17.0
,03-31-2026,MANDI035,Maize,HD-2967,30.3,39.0
ARR0017581,13-Aug-2026,MANDI011,Wheat,,282.01,44.0
ARR0017701,03.01.2026,MANDI025,Mustard,,292.49,38.0
ARR0018110,01-12-2026,MANDI033,Mustard,HD-2967,436.56,133.0
ARR0005644,2026/06/22,MANDI008,Mustard,Local,143.65,
ARR0003676,27/08/2026,MANDI036,Wheat,Pusa-1121,172.14,47.0
ARR0015451,2026-05-17,MANDI024,Cotton,Hybrid,,124.0
ARR0017349,04.05.2026,MANDI040,Rice,Hybrid,,20.0
ARR0013764,01-31-2026,MANDI016,Mustard,Premium,331.64,37.0
ARR0006750,08/08/2026,MANDI004,Sugarcane,Hybrid,294.61,95.0
ARR0000121,16/01/2026,MANDI043,Wheat,HD-2967,,12.0
ARR0006795,2026-04-29,MANDI021,Wheat,Premium,165.20000000000002,6.0
ARR0020301,2026/08/17,MANDI021,Sugarcane,Premium,371.65,131.0
ARR0005580,2026-01-25,MANDI026,Mustard,Hybrid,345.74,32.0
ARR0013684,27/04/2026,MANDI021,Sugarcane,,488.38,
ARR0000329,2026/01/30,MANDI006,Sugarcane,PBW-343,,143.0
ARR0004711,2026/05/29,MANDI029,Rice,Premium,127.18,61.0
ARR0002371,11-Aug-2026,MANDI021,Mustard,Premium,142.16,106.0
ARR0005523,24.02.2026,MANDI023,Mustard,Hybrid,18.57,
ARR0002545,2026/01/23,MANDI036,Mustard,Premium,-159.97,
ARR0015792,08-14-2026,MANDI033,Wheat,,246.78,15.0
ARR0011078,2026-06-16,MANDI050,Mustard,,411.64,98.0
ARR0021304,2026/03/21,MANDI003,Wheat,Hybrid,,42.0
ARR0010872,28.01.2026,MANDI014,Wheat,Local,31.06,19.0
ARR0004899,27/07/2026,MANDI024,Sugarcane,PBW-343,306.65000000000003,142.0
